Provider Name,State,City,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine,Georeferenced Column
NORTH SHORE PHYSICIANS,MA,SAUGUS,"$15,309 ","$17,586 ",$0 ,POINT (-71.008529 42.465037)
CATAWBA VALLEY MEDICAL,NC,DENVER,"$1,057 ",$0 ,$0 ,POINT (-81.030357 35.531952)
EPMG NORTHERN MICHIGAN,MI,CADILLAC,"$10,813 ","$1,068 ",$0 ,POINT (-85.399381 44.250413)
EMPRESS AMBULANCE SERV,NY,YONKERS,$0 ,"$44,006 ",$0 ,POINT (-73.896052 40.932014)
EMERGENCY PHYSICIAN AS,NJ,ENGLEWOOD,"$153,203 ","$74,928 ",$0 ,POINT (-73.974372 40.893635)
NORTH SHORE LIJ,NY,REGO PARK,"$9,720 ","$10,214 ",$0 ,POINT (-73.853104 40.726398)
ALLINA HEALTH SYSTEM,MN,MINNEAPOLIS,$425 ,$175 ,$0 ,POINT (-93.264346 44.977479)
UNIVERSITY OF WISCONSI,WI,MADISON,$125 ,$166 ,$0 ,POINT (-89.385244 43.073926)
WESLACO FAMILY CARE CE,TX,WESLACO,"$3,391 ",$0 ,$0 ,POINT (-97.982648 26.161532000000005)
IOWA PHYSICIANS CLINIC,IL,CANTON,$209 ,$96 ,$0 ,POINT (-90.035091 40.558318)
PREFERRED PEDIATRICS U,TX,HIGHLAND VILLAGE,$625 ,$0 ,$0 ,POINT (-97.05425 33.084913)
UNIVERSITY OF CINCINNA,OH,CINCINNATI,$66 ,$112 ,$0 ,POINT (-84.513808 39.104427)
STRAUB CLINIC AND HOSP,HI,HONOLULU,$336 ,$0 ,$0 ,POINT (-157.858158 21.30992)
HANCOCK HEALTH NETWORK,IN,MCCORDSVILLE,$847 ,$327 ,$0 ,POINT (-85.922658 39.894314)
ONE MEDICAL,CA,GREENBRAE,"$3,056 ",$0 ,$0 ,POINT (-122.52472200000001 37.94861100000001)
INPATIENT CONSULTANTS,MI,TROY,$0 ,"$3,448 ",$0 ,POINT (-83.154042 42.56294)
NORTH MEMORIAL AMBULAN,MN,MINNEAPOLIS,$260 ,$57 ,$0 ,POINT (-93.264346 44.977479)
BELLEVUE HOSPITAL CENT,NY,NEW YORK,"$5,595 ",$359 ,$0 ,POINT (-74.007228 40.713054)
BLOOMFIELD GENOA CITY,WI,PELL LAKE,$0 ,"$2,212 ",$0 ,POINT (-88.3508 42.538101)
AMERICAN MEDICAL RESPO,TN,ATHENS,$0 ,$685 ,$0 ,POINT (-84.60690300000002 35.448396)
LAWRENCE PHYSICIANS LL,KS,LAWRENCE,$0 ,"$6,435 ",$0 ,POINT (-95.235957 38.973037)
ADVANTAGECARE PHYSICAN,NY,CAMBRIA HEIGHTS,"$4,569 ",$28 ,$0 ,POINT (-78.819702 43.17779900000001)
ST LUKES COMMUNITY HEA,TX,CONROE,"$354,745 ","$1,142,216 ",$0 ,POINT (-95.458141 30.313044000000005)
FROEDTERT PHYSICIAN PA,WI,SUSSEX,$25 ,$0 ,$0 ,POINT (-88.219853 43.133718)
PIEDMONT TRIAD PHYSICI,NC,THOMASVILLE,"$93,032 ","$17,834 ",$0 ,POINT (-80.081834 35.88318)
ALEXIAN BROTHERS SPECI,IL,HOFFMAN ESTATES,$0 ,"$1,123 ",$0 ,POINT (-88.075232 42.043901)
SSM HEALTHCARE OF WISC,WI,WISCONSIN DELLS,"$36,037 ","$53,884 ",$0 ,POINT (-89.775781 43.652392)
RUSH UNIVERSITY MEDICA,IL,CHICAGO,$0 ,"$2,088 ",$0 ,POINT (-87.632398 41.88322900000001)
TEMPLE UNIVERSITY HOSP,PA,PHILADELPHIA,"$64,842 ","$6,971,103 ",$0 ,POINT (-75.16562 39.951061)
BELLEVUE HOSPITAL CENT,NY,FOREST HILLS,$0 ,$239 ,$0 ,POINT (-73.850601 40.716099)
COATESVILLE CARDIOLOGY,PA,THORNDALE,$54 ,$316 ,$0 ,POINT (-75.7561 39.997942)
CHEROKEE MEDICAL CENTE,SC,GAFFNEY,"$2,215 ","$1,235 ",$0 ,POINT (-81.640962 35.058527)
FAMILY HEALTHCARE NETW,CA,FARMERSVILLE,"$1,757 ","$1,892 ",$0 ,POINT (-119.207124 36.304679)
FAMILY CLINIC OF NEW A,MS,NEW ALBANY,"$49,125 ","$23,238 ",$0 ,POINT (-89.008381 34.49397)
BAYHEALTH MEDICAL CENT,DE,MILFORD,"$128,962 ","$411,188 ",$0 ,POINT (-75.428532 38.912498)
MEDICAL FOUNDATION OF,MS,BRANDON,$0 ,$81 ,$0 ,POINT (-89.97095 32.272828)
PEAK VISTA COMMUNITY H,CO,COLORADO SPRINGS,$78 ,$131 ,$0 ,POINT (-104.819798 38.835224)
SUMMERS EMERGENCY PHYS,WV,HINTON,$122 ,$0 ,$0 ,POINT (-80.89346 37.664483)
MID SUSSEX MEDICAL CEN,DE,SEAFORD,$0 ,$277 ,$0 ,POINT (-75.622492 38.64624)
ALTAMED HEALTH SERVICE,CA,LOS ANGELES,"$18,559 ","$19,042 ",$0 ,POINT (-118.243344 34.052238)
WELLSTAR MARIETTA INTE,GA,DALTON,$0 ,"$3,346 ",$0 ,POINT (-84.97177700000002 34.771541)
JACKSON PARISH HOSPITA,LA,CHATHAM,$122 ,$266 ,$0 ,POINT (-92.45045200000001 32.306273)
ALFONSINO EMERGENCY PH,FL,CLEARWATER,"$20,323 ","$2,133 ",$0 ,POINT (-82.799957 27.963991)
ONE WORLD COMMUNITY HE,NE,OMAHA,$102 ,$21 ,$0 ,POINT (-95.937195 41.258652)
MIAMI COUNTY MEDICAL C,KS,PAOLA,"$19,653 ","$21,769 ",$0 ,POINT (-94.868369 38.576654)
PEACEHEALTH MEDICAL GR,OR,EUGENE,"$2,501 ",$440 ,$0 ,POINT (-123.091195 44.052153)
INCYTE PATHOLOGY,WA,SPOKANE VALLEY,"$257,992 ","$60,000 ",$0 ,POINT (-117.234275 47.67165)
ACCESS FAMILY HEALTH,MS,PONTOTOC,"$7,556 ",$758 ,$0 ,POINT (-88.999324 34.249079)
GUNDERSEN LUTHERAN MED,WI,PRAIRIE DU CHIEN,$0 ,$166 ,$0 ,POINT (-91.14099 43.051929)
MIDLAND COMMUNITY HEAL,TX,MIDLAND,"$7,866 ",$799 ,$0 ,POINT (-102.078043 31.997433000000004)
EXPRESS FAMILY CARE LL,FL,PALATKA,$784 ,$75 ,$0 ,POINT (-81.65188600000002 29.647203000000005)
SOUTHWEST WOMENS HEALT,TX,KATY,$189 ,$0 ,$0 ,POINT (-95.816531 29.794856999999997)
THE METROHEALTH SYSTEM,OH,PARMA,"$1,768 ",$257 ,$0 ,POINT (-81.734664 41.384498)
SALUD FAMILY HEALTH CE,CO,LONGMONT,"$21,034 ","$1,511 ",$0 ,POINT (-105.101194 40.165729000000006)
SETON FAMILY OF HOSPIT,TX,BURNET,"$86,606 ","$7,775 ",$0 ,POINT (-98.22876 30.758093)
PRESBYTERIAN MEDICAL S,NM,CARLSBAD,$51 ,$37 ,$0 ,POINT (-104.227819 32.412716)
ST JOHN PHYSICIANS INC,OK,BARTLESVILLE,"$3,446 ","$13,743 ",$0 ,POINT (-95.944392 36.75067)
CARENOW,TX,MCKINNEY,"$3,951,176 ","$341,260 ",$0 ,POINT (-96.615024 33.197963)
VINCENZO NOVARA MD,FL,MIAMI,$0 ,"$170,874 ",$0 ,POINT (-80.194702 25.775084)
VETERANS MEMORIAL HOSP,IA,WAUKON,$0 ,"$26,849 ",$0 ,POINT (-91.475596 43.269266)
IPSUM DIAGNOSTICS LLC,GA,ATLANTA,"$24,100 ",$100 ,$0 ,POINT (-84.391502 33.748547)
PRIVIA MEDICAL GROUP,VA,CHARLOTTESVILLE,"$1,085 ",$61 ,$0 ,POINT (-78.474159 38.031046)
MERIDIAN HEALTH SERVIC,IN,PORTLAND,$279 ,$0 ,$0 ,POINT (-84.977824 40.43234)
MULTICARE HEALTH SYSTE,WA,TACOMA,$65 ,$0 ,$0 ,POINT (-122.44153000000001 47.25308)
THE DANBURY HOSPITAL,NY,NEW YORK,"$1,800 ","$1,101 ",$0 ,POINT (-74.007228 40.713054)
LIFENET INC,MO,SAINT LOUIS,$0 ,"$78,365 ",$0 ,POINT (-90.200309 38.630276)
INTERMOUNTAIN HEALTHCA,UT,SALT LAKE CITY,$375 ,$458 ,$0 ,POINT (-111.888142 40.758478)
HEALTHONE CLINIC SERVI,CO,LITTLETON,$0 ,$707 ,$0 ,POINT (-105.016198 39.612653)
COUNTY OF SANTA CRUZ,CA,SANTA CRUZ,"$2,146 ",$26 ,$0 ,POINT (-122.02879500000002 36.97414)
UCLA DEPARTMENT OF PED,CA,LOS ANGELES,$0 ,$220 ,$0 ,POINT (-118.243344 34.052238)
RENAL ASSOCIATES,TX,SAN ANTONIO,$0 ,"$15,522 ",$0 ,POINT (-98.494599 29.425172999999997)
SCRIPPS CLINIC,CA,SAN DIEGO,$0 ,$118 ,$0 ,POINT (-117.163817 32.71576)
ONE MEDICAL,CA,SAN FRANCISCO,"$4,993 ",$79 ,$0 ,POINT (-122.42016799999999 37.780080000000005)
WELLMONT MEDICAL ASSOC,TN,BRISTOL,$953 ,$0 ,$0 ,POINT (-82.185697 36.58453)
SAINT THOMAS MEDICAL P,TN,FRANKLIN,"$1,420 ",$413 ,$0 ,POINT (-86.867827 35.923652)
SKAGGS COMMUNITY HEALT,MO,BRANSON WEST,$0 ,$257 ,$0 ,POINT (-93.369329 36.697091)
PINNACLE HEALTH MEDICA,PA,HANOVER,$77 ,$570 ,$0 ,POINT (-76.977154 39.812628)
UNIVERSITY HOSPITAL SU,NY,SYRACUSE,$100 ,$0 ,$0 ,POINT (-76.147448 43.047945)
MEMORIAL HERMANN MEDIC,TX,HUMBLE,$0 ,"$118,364 ",$0 ,POINT (-95.261315 29.999021999999997)
MILWAUKEE INTERNAL MED,WI,HALES CORNERS,$0 ,"$2,226 ",$0 ,POINT (-88.043278 42.94471500000001)
KERN COUNTY HOSPITAL A,CA,BAKERSFIELD,$167 ,"$37,060 ",$0 ,POINT (-119.01891099999999 35.373405)
ALLIANCE PHYSICIANS IN,OH,DAYTON,$0 ,$137 ,$0 ,POINT (-84.19220300000002 39.760982)
UNIVERSITY PHYSICIANS,CO,LITTLETON,$365 ,$0 ,$0 ,POINT (-105.016198 39.612653)
FLORIDA CLINICAL PRACT,FL,OCALA,$75 ,$75 ,$0 ,POINT (-82.137789 29.189311000000004)
NUVIEW TELEHEALTH LLC,FL,FORT LAUDERDALE,$0 ,$320 ,$0 ,POINT (-80.143586 26.124163)
UPPER CHESAPEAKE MEDIC,MD,BEL AIR,"$73,702 ","$57,716 ",$0 ,POINT (-76.34847 39.535671)
TEXAS HEALTH KAUFMAN,TX,KAUFMAN,$125 ,"$597,456 ",$0 ,POINT (-96.30911 32.582346)
AVERA MCKENNAN,SD,DELL RAPIDS,"$6,338 ","$13,440 ",$0 ,POINT (-96.71908 43.823443)
UNIVERSITY OF UTAH SPE,UT,SALT LAKE CITY,$44 ,"$2,053 ",$0 ,POINT (-111.888142 40.758478)
MUBARAK  KHAWAJA MD PA,TX,HOUSTON,$0 ,"$1,435 ",$0 ,POINT (-95.369506 29.760803)
AIRMED RESPONSE LLC,NV,LAS VEGAS,$0 ,"$16,754 ",$0 ,POINT (-115.14059700000001 36.169202)
IPC HEALTHCARE SERVICE,TX,SAN ANTONIO,$0 ,"$88,597 ",$0 ,POINT (-98.494599 29.425172999999997)
THE EMORY CLINIC,GA,DECATUR,$503 ,$445 ,$0 ,POINT (-84.296562 33.773556)
AHN WESTMORELAND PRIMA,PA,MARS,$330 ,$0 ,$0 ,POINT (-80.011888 40.696938)
UMASS MEMORIAL MEDICAL,MA,LEOMINSTER,"$1,158 ","$2,532 ",$0 ,POINT (-71.760142 42.525857)
APOGEE MEDICAL GROUP I,IN,VINCENNES,$0 ,"$2,149 ",$0 ,POINT (-87.5125 38.682025)
EPSS NORTH LLC,IL,SPRING VALLEY,$648 ,$762 ,$0 ,POINT (-89.199844 41.326594)
PROSPECT HEIGHTS FIRE,IL,PROSPECT HEIGHTS,$0 ,"$5,812 ",$0 ,POINT (-87.934353 42.09708)
ARKANSAS HOSPITALIST P,AR,PARAGOULD,$0 ,"$1,965 ",$0 ,POINT (-90.505164 36.052644)
ST PATRICK HOSPITAL AN,MT,STEVENSVILLE,$65 ,$188 ,$0 ,POINT (-114.093807 46.508371)
METRO ID ASSOCIATES LT,TX,HOUSTON,$0 ,"$4,869 ",$0 ,POINT (-95.369506 29.760803)
MCHS ALBERT LEA,WI,ELLSWORTH,$0 ,$43 ,$0 ,POINT (-92.486889 44.734704)
CLINICAL LABORATORY OF,NJ,VERONA,$683 ,$0 ,$0 ,POINT (-74.240818 40.828809)
FAMILY MEDICAL CENTER,KY,MUNFORDVILLE,"$8,245 ",$0 ,$0 ,POINT (-85.890925 37.271888000000004)
OSU INTERNAL MEDICINE,OH,GAHANNA,$0 ,$67 ,$0 ,POINT (-82.874702 40.024462)
FAIRVIEW EXPRESS CARE,MN,ANDOVER,$408 ,$0 ,$0 ,POINT (-93.306187 45.244727)
UMC MEDICAL PROFESSION,TX,LUBBOCK,$0 ,"$68,141 ",$0 ,POINT (-101.855113 33.583578)
CITY OF LAKE STATION,IN,LAKE STATION,$0 ,"$1,721 ",$0 ,POINT (-87.239987 41.574689)
GORDON HOME CARE,GA,CHATSWORTH,"$16,592 ","$71,493 ",$0 ,POINT (-84.769567 34.766103)
STE GENEVIEVE COUNTY M,MO,SAINTE GENEVIEVE,"$1,813 ",$315 ,$0 ,POINT (-90.047467 37.978671)
LOURDES HOSPITAL,NY,VESTAL,$73 ,$116 ,$0 ,POINT (-76.049207 42.085651)
MERCY HEALTH YOUNSTOWN,OH,YOUNGSTOWN,"$210,068 ","$95,407 ",$0 ,POINT (-80.649387 41.100083)
CALLAWAY DISTRICT HOSP,NE,CALLAWAY,$355 ,$249 ,$0 ,POINT (-99.92528 41.291863)
N CENTRAL PA EMERGENCY,PA,RENOVO,$350 ,$0 ,$0 ,POINT (-77.748659 41.326944)
EMORY MEDICAL CARE FOU,GA,MCDONOUGH,$377 ,"$1,386 ",$0 ,POINT (-84.146395 33.447)
FF THOMPSON HOSPITAL P,NY,NEWARK,$0 ,$299 ,$0 ,POINT (-77.095287 43.046636)
KATAHDIN VALLEY HEALTH,ME,MILLINOCKET,$60 ,$0 ,$0 ,POINT (-68.708137 45.657388)
CRITICAL CARE CONSULTA,AZ,FLAGSTAFF,$0 ,"$14,310 ",$0 ,POINT (-111.65132 35.198177)
VAN METER EMERGENCY PH,LA,COVINGTON,"$51,428 ","$12,512 ",$0 ,POINT (-90.107139 30.477748000000002)
BANNER GOLDFIELD MEDIC,AZ,APACHE JUNCTION,"$21,845 ","$9,149 ",$0 ,POINT (-111.550262 33.414629)
S CENTRAL HOSPITALISTS,AR,EL DORADO,$0 ,"$46,580 ",$0 ,POINT (-92.665489 33.211855)
VITAL MEDICAL FORCES O,NJ,WAYNE,$0 ,"$12,246 ",$0 ,POINT (-74.231046 40.927178)
GEORGIA UNIVERSAL LUNG,GA,ATLANTA,$0 ,$206 ,$0 ,POINT (-84.391502 33.748547)
EPHRAIM MCDOWELL REGIO,KY,DANVILLE,"$2,842 ","$20,771 ",$0 ,POINT (-84.77404300000002 37.64591)
CAROLINA NEPHROLOGY PA,SC,EASLEY,$0 ,$244 ,$0 ,POINT (-82.603752 34.830401)
CAROLINA MEDICORP ENTE,NC,CHARLOTTE,"$14,383 ","$2,399 ",$0 ,POINT (-80.840161 35.222936)
EASTERN NIAGARA HOSPIT,NY,LOCKPORT,"$3,982 ",$557 ,$0 ,POINT (-78.696849 43.168861)
WINCHESTER MEDICAL CEN,MD,BALTIMORE,$351 ,$697 ,$0 ,POINT (-76.612333 39.290443)
UNIVERSITY OF NEW MEXI,NM,RIO RANCHO,"$2,000 ",$0 ,$0 ,POINT (-106.677074 35.307106)
BON SECOURS MERCY HEAL,VA,PETERSBURG,"$6,107 ","$76,383 ",$0 ,POINT (-77.387642 37.205498)
FIRST CARE FAMILY MEDI,AR,MENA,"$19,076 ","$2,433 ",$0 ,POINT (-94.23539 34.583076)
FAIRVIEW LIFELINE,MN,MINNEAPOLIS,$100 ,$440 ,$0 ,POINT (-93.264346 44.977479)
BOSTON EMERGENCY MEDIC,MA,BOSTON,$0 ,"$103,668 ",$0 ,POINT (-71.056742 42.358894)
MECKLENBURG COUNTY LIF,VA,CLARKSVILLE,$0 ,$699 ,$0 ,POINT (-78.558471 36.626812)
LOUDOUN MEDICAL GROUP,VA,RESTON,$239 ,$47 ,$0 ,POINT (-77.354497 38.960186)
SHENANDOAH MEMORIAL HO,VA,WOODSTOCK,"$59,091 ","$55,954 ",$0 ,POINT (-78.516469 38.868745)
SANFORD CLINIC NORTH,ND,FARGO,"$25,443 ",$801 ,$0 ,POINT (-96.784636 46.87696)
PLATINUM HOSPITALISTS,NV,LAS VEGAS,$0 ,"$5,765 ",$0 ,POINT (-115.14059700000001 36.169202)
AJAY SOOD,FL,DAVIE,$224 ,$0 ,$0 ,POINT (-80.232207 26.065087)
SOUTH COUNTY HOSPITAL,RI,NARRAGANSETT,$936 ,$0 ,$0 ,POINT (-71.460182 41.433057)
ST CLARE HEALTH CENTER,MO,LAKE SAINT LOUIS,"$90,234 ","$69,493 ",$0 ,POINT (-90.791991 38.800964)
CARLOS R SANTOS MD PA,FL,MIRAMAR,$0 ,"$1,892 ",$0 ,POINT (-80.301479 25.985256)
RELIAS HOSPITALIST MED,MS,AMORY,$0 ,"$2,541 ",$0 ,POINT (-88.487302 33.983117)
RUSH UNIVERSITY MEDICA,IL,OAK PARK,$0 ,"$3,565 ",$0 ,POINT (-87.794492 41.88865)
GATES HOSPITALISTS,MO,NORTH KANSAS CITY,$0 ,"$8,532 ",$0 ,POINT (-94.577267 39.141964)
NES OF SANDUSKY INC,IN,LOGANSPORT,"$19,869 ","$5,788 ",$0 ,POINT (-86.362997 40.754493)
COVENANT MEDICAL GROUP,TX,LUBBOCK,"$79,338 ","$19,708 ",$0 ,POINT (-101.855113 33.583578)
CARDIOLOGY CLINICAL GR,NY,ROCHESTER,$17 ,$8 ,$0 ,POINT (-77.612547 43.155708)
SOUTHWEST WOMENS HEALT,TX,HOUSTON,$514 ,$0 ,$0 ,POINT (-95.369506 29.760803)
APPALACHIAN MOUNTAIN C,NC,ROBBINSVILLE,$491 ,$101 ,$0 ,POINT (-83.802666 35.322103)
NATURE COAST EMERGENCY,FL,LECANTO,$0 ,"$2,552 ",$0 ,POINT (-82.486788 28.851704)
CAROLINAS PHYSICIANS N,NC,CHARLOTTE,$133 ,$106 ,$0 ,POINT (-80.840161 35.222936)
LUTHERAN CHARITY ASSOC,ND,JAMESTOWN,"$38,099 ","$5,900 ",$0 ,POINT (-98.708622 46.911627)
SSM AUDRAIN HEALTH CAR,MO,MONTGOMERY CITY,$103 ,$0 ,$0 ,POINT (-91.504986 38.977469)
EXPRESS CARE WA LLC,WA,LAKE STEVENS,"$1,214 ",$0 ,$0 ,POINT (-122.064007 48.014996)
ZEELAND COMMUNITY HOSP,MI,ZEELAND,"$220,592 ","$91,624 ",$0 ,POINT (-86.018872 42.807091)
UMASS MEMORIAL MEDICAL,MA,DOUGLAS,$115 ,$0 ,$0 ,POINT (-71.739823 42.05282)
CITY OF BELOIT,WI,BELOIT,$0 ,"$2,099 ",$0 ,POINT (-89.033615 42.499646000000006)
SAINT ALPHONSUS MEDICA,ID,MERIDIAN,$0 ,$8 ,$0 ,POINT (-116.391569 43.610115)
LAKE NORMAN INPATIENT,NC,STATESVILLE,$0 ,"$3,695 ",$0 ,POINT (-80.887379 35.782776)
WESLEY HEALTH SYSTEM,MS,HATTIESBURG,"$121,410 ","$210,327 ",$0 ,POINT (-89.289635 31.326447)
NOVANT MEDICAL GROUP,NC,CHARLOTTE,$174 ,$54 ,$0 ,POINT (-80.840161 35.222936)
SAMARITAN ALBANY GENER,OR,ALBANY,"$2,882 ",$597 ,$0 ,POINT (-123.090339 44.618595)
SAINTS MEDICAL GROUP,OK,OKLAHOMA CITY,$71 ,"$6,428 ",$0 ,POINT (-97.521264 35.468494)
BAPTIST HEALTH STUTTGA,AR,ENGLAND,$214 ,$0 ,$0 ,POINT (-91.969146 34.544006)
HEALTHEAST MEDICAL LAB,MN,SAINT PAUL,$0 ,$405 ,$0 ,POINT (-93.094281 44.943719)
HUNTSVILLE HOSPITAL EN,AL,HUNTSVILLE,$0 ,$204 ,$0 ,POINT (-86.585283 34.729538)
BRONZESTAR AMBULANCE S,TX,LAREDO,$0 ,$395 ,$0 ,POINT (-99.507505 27.507114)
METHODIST MEDICAL CENT,TN,OAK RIDGE,$0 ,$8 ,$0 ,POINT (-84.265534 36.012014)
ADITHYA K GANDHI MD PL,FL,BRANDON,$0 ,$291 ,$0 ,POINT (-82.288477 27.937659)
PLAINS HOSPITAL CORPOR,MT,PLAINS,"$10,359 ","$12,765 ",$0 ,POINT (-114.88318899999999 47.46152200000001)
INTELLIRAD IMAGING LLC,FL,MIAMI,$73 ,"$1,510 ",$0 ,POINT (-80.194702 25.775084)
NEUROSCIENCE CONSULTAN,FL,PLANTATION,$0 ,$215 ,$0 ,POINT (-80.242374 26.128276)
PALM BEACH GENERAL SUR,FL,PORT SAINT LUCIE,$0 ,$335 ,$0 ,POINT (-80.342148 27.273274000000004)
PHYSICIANS LABORATORY,SD,SIOUX FALLS,$0 ,$85 ,$0 ,POINT (-96.743185 43.488765)
UVA HEALTH SERVICES FO,VA,CHARLOTTESVILLE,$196 ,$208 ,$0 ,POINT (-78.474159 38.031046)
CITY OF NOBLESVILLE,IN,NOBLESVILLE,$0 ,"$2,625 ",$0 ,POINT (-86.012241 40.045604)
CLAIBORNE COUNTY HOSPI,MS,PORT GIBSON,"$15,699 ","$12,337 ",$0 ,POINT (-90.981924 31.960448)
ALTMED MEDICAL CENTER,VA,MANASSAS,"$14,214 ",$77 ,$0 ,POINT (-77.475089 38.750771)
INTEGRIS MARSHALL COUN,OK,MADILL,"$17,557 ",$0 ,$0 ,POINT (-96.77230000000002 34.091421)
REEDLEY COMMUNITY HOSP,CA,CORCORAN,$0 ,$27 ,$0 ,POINT (-119.559687 36.098048)
NEW MEXICO PAC SERVICE,NM,ALBUQUERQUE,$0 ,"$14,747 ",$0 ,POINT (-106.649241 35.084248)
ST PATRICK HOSPITAL AN,MT,MISSOULA,"$94,281 ","$69,960 ",$0 ,POINT (-113.994017 46.872129)
CAREPOINT EMERGENCY ME,KS,WICHITA,"$2,222 ",$215 ,$0 ,POINT (-97.335571 37.686024)
LAKELAND HOSPITALS AT,MI,SAINT JOSEPH,"$135,911 ","$104,731 ",$0 ,POINT (-86.479361 42.110545)
SOUTH METROPOLITAN FIR,MO,RAYMORE,$0 ,"$5,038 ",$0 ,POINT (-94.452924 38.804127)
STATERA HEALTH CARE LL,IL,HARRISBURG,"$1,231 ",$0 ,$0 ,POINT (-88.540287 37.738395)
VALLEY HEALTHCARE SYST,GA,COLUMBUS,"$40,974 ",$51 ,$0 ,POINT (-84.990405 32.466682)
BEVERLY RADIOLOGY MEDI,CA,THOUSAND OAKS,$110 ,$354 ,$0 ,POINT (-118.848743 34.176083)
ST CLAIRE MEDICAL CENT,KY,MOREHEAD,"$5,781 ",$890 ,$0 ,POINT (-83.431284 38.184528)
CHERRY COUNTY HOSPITAL,NE,VALENTINE,$0 ,"$12,464 ",$0 ,POINT (-100.550564 42.873014)
HealthOne Carenow Urge,CO,ARVADA,"$637,596 ","$49,587 ",$0 ,POINT (-105.081451 39.801122)
AVERA MCKENNAN,SD,BROOKINGS,$0 ,"$1,267 ",$0 ,POINT (-96.79855800000001 44.307945)
BAYLOR COLLEGE OF MEDI,TX,HOUSTON,$0 ,$82 ,$0 ,POINT (-95.369506 29.760803)
DRIVEN MD PLLC,TX,FRISCO,"$181,800 ","$34,555 ",$0 ,POINT (-96.825082 33.15066)
LAKESHORE MEDICAL CLIN,WI,CUDAHY,$0 ,$213 ,$0 ,POINT (-87.860083 42.960039)
HACKLEY COMMUNITY CARE,MI,MUSKEGON,"$3,436 ","$1,084 ",$0 ,POINT (-86.246388 43.234221)
SACRED HEART HOSPITAL,PA,ALLENTOWN,"$74,163 ","$40,776 ",$0 ,POINT (-75.469759 40.602753)
MERCY MANAGEMENT OF SO,PA,NORRISTOWN,$0 ,$468 ,$0 ,POINT (-75.333718 40.123164)
ABBOTT NORTHWESTERN HO,MN,NORTH BRANCH,$175 ,$0 ,$0 ,POINT (-92.980108 45.511444)
PRESBYTERIAN MEDICAL S,NM,ARTESIA,$616 ,$175 ,$0 ,POINT (-104.401076 32.842169)
PAMPA REGIONAL MEDICAL,TX,PAMPA,"$16,949 ","$23,613 ",$0 ,POINT (-100.97188 35.533444)
BANNER BAYWOOD HEART H,AZ,MESA,$0 ,$889 ,$0 ,POINT (-111.831498 33.41514)
FAIRVIEW PARK HOSPITAL,GA,DUBLIN,"$77,198 ","$430,869 ",$0 ,POINT (-82.904572 32.539994)
VICTORIA MEDICAL INC,CA,BELLFLOWER,$0 ,$120 ,$0 ,POINT (-118.12525600000001 33.882076)
LINCARE BILLING DEPT,AL,ANDALUSIA,$0 ,"$29,692 ",$0 ,POINT (-86.482735 31.308061)
WESTERN LAKES FIRE DIS,WI,OCONOMOWOC,$0 ,"$1,572 ",$0 ,POINT (-88.501179 43.111736)
WOODRIDGE CLINIC SC,IL,WOODRIDGE,$509 ,$372 ,$0 ,POINT (-88.043603 41.750181000000005)
MERCY HOSPTIAL MEDICAL,FL,PORT SAINT LUCIE,$0 ,$77 ,$0 ,POINT (-80.342148 27.273274000000004)
HARTFORD HEALTHCARE ME,CT,HARTFORD,$0 ,$281 ,$0 ,POINT (-72.673356 41.765775)
FROEDTERT PHYSICIAN PA,WI,MEQUON,$145 ,$0 ,$0 ,POINT (-88.014829 43.221598)
EMS KANSAS MCPHERSON L,KS,MCPHERSON,"$4,220 ","$1,081 ",$0 ,POINT (-97.667066 38.373551)
NEWTON WELLESLEY AMBUL,MA,WELLESLEY HILLS,$189 ,$0 ,$0 ,POINT (-71.269501 42.313301)
MECKLENBURG RADIOLOGY,NC,GASTONIA,"$5,120 ","$10,287 ",$0 ,POINT (-81.1871 35.26217)
GRANDVIEW MEDI CAL CEN,AL,BIRMINGHAM,"$219,677 ","$415,703 ",$0 ,POINT (-86.807705 33.522859)
DR NAIMA CHEEMA,GA,ROSWELL,"$3,844 ",$276 ,$0 ,POINT (-84.361671 34.021654)
SWEDISH AMERICAN HOSPI,IL,ROCKFORD,"$59,919 ","$368,222 ",$0 ,POINT (-89.088377 42.266802)
TRIDENT REGIONAL MEDIC,SC,MONCKS CORNER,"$32,199 ","$14,682 ",$0 ,POINT (-80.010346 33.194788)
CHEROKEE NATION,OK,STILWELL,$51 ,$0 ,$0 ,POINT (-94.628465 35.81453)
BELOIT MEMORIAL HOSPIT,WI,BELOIT,$0 ,"$68,571 ",$0 ,POINT (-89.033615 42.499646000000006)
ARIA HEALTH ORTHPAEDIC,PA,LANGHORNE,$387 ,$0 ,$0 ,POINT (-74.917008 40.176768)
CARDIOLOGY SPECIALISTS,TX,NORTH RICHLAND HILLS,$0 ,"$1,070 ",$0 ,POINT (-97.214266 32.838869)
NORTH SHORE LIJ,NY,FLORAL PARK,$0 ,"$1,349 ",$0 ,POINT (-73.70231 40.723881)
LEFFERTS MEDICAL ASSOC,NY,NEW HYDE PARK,$90 ,$538 ,$0 ,POINT (-73.688398 40.735251)
MCFARLAND CLINIC,IA,STORY CITY,$105 ,$45 ,$0 ,POINT (-93.591059 42.185863)
SOUTHEASTERN PHYSICIAN,MO,SAINT LOUIS,$0 ,$528 ,$0 ,POINT (-90.200309 38.630276)
